num,festival,section,pages,title,title_eng,director,country,year,running_time,grade,trailer_url,tag,program_note
29,Bucheon,부천 초이스,https://www.bifan.kr/program/program_view.asp?pk_seq=8029&sc_category_seq=8021&sc_num=1&actEvent=view,추억에 대하여,Remembering,디에고 맥클린,Canada,2024,5min,G,https://youtu.be/jdtdxyICFio,감동,"<추억에 대하여>는 기억의 본질과 그 기묘한 양상을 탐색하는 작품이다. 디에고 맥클린은 생성형 AI 툴을 사용하기 전, 기억이 지닌 유동성과 덧없음에 매료되어 이 영화를 구상했다. 그는 Stable Diffusion을 실험하던 중, 이 기술이 우리가 꿈을 꾸거나 기억의 빈틈을 메우는 방식과 유사하다는 점을 발견했고, 기억을 주제로 삼기에 이상적인 도구라고 판단했다. 이 작품은 3D 애니메이션과 실사 촬영 등 다양한 기법을 바탕으로 제작되었으며, 여기에 Stable Diffusion을 적용해 시각적 스타일을 완성했다."
30,Bucheon,부천 초이스,https://www.bifan.kr/program/program_view.asp?pk_seq=8030&sc_category_seq=8021&sc_num=1&actEvent=view,토탈 픽셀 스페이스,Total Pixel Space,제이콥 애들러,USA,2024,9min,12+,https://youtu.be/9YMv4bJ0S5k,AI,"시적인 내레이션과 감성적인 이미지로 디지털 이미지와 수학적 원리를 탐구하는 시네마 에세이. 이 작품은 인간의 삶 전체를 담은 영상부터 우리가 한 번도 살아보지 못한 삶의 모든 가능성, 지구 안팎에 존재했거나 존재하지 않았던 생명체와 사물들의 삶까지, 상상할 수 있는 모든 디지털 이미지를 가능한 모든 각도에서 보여준다. 제이콥 애들러는 이 작품을 통해 상상 가능한 모든 사진, 영상 프레임, 시각적 가능성이 천문학적으로 방대한 수치의 공간 속에 존재하며, 우리가 인식할 수 있는 자연스러운 이미지는 그 안에 떠 있는 작은 섬에 불과함을 보여준다. <토탈 픽셀 스페이스>는 창조성, 시간, 현실의 본질에 질문을 던지며, 인간의 의식이 무언가를 창조하는 것이 아니라 이미 존재하는 수의 좌표를 향해가고 있는 것일지도 모른다는 새로운 인식을 제안한다."
31,Bucheon,부천 초이스,https://www.bifan.kr/program/program_view.asp?pk_seq=8031&sc_category_seq=8021&sc_num=1&actEvent=view,가려진 섬들,The Unseen Archipelago,"헬레나 가오, 치우 신",China,2025,4min,12+,https://youtu.be/JvNwB5s4t8o,AI,"""어떤 사람도 하나의 섬으로 존재할 수 없으며, 홀로 완전할 수는 없다""는 존 던의 시구를 모티브로 하는 이 작품은 여섯 개의 서로 다른 섬을 통해 인간 존재의 다양한 모습을 초현실적 이미지로 얽어낸다. 강박과 자기애에 집착하는 청년, 공허를 메우기 위해 물건을 쌓는 노인, 경직된 사회적 규범에 얽매인 여성, 이상과 현실의 간극 앞에서 멈춰 선 몽상가, 무력감에서 벗어나지 못해 계속 미루는 사람, 강박에 시달리는 완벽주의자가 바로 여섯 섬의 주인공이다. 각 섬에 놓인 이 여섯 인물의 이야기를 통해 우리는 스스로를 비추어 보고, 자신의 본연을 받아들이며, 타인을 고립된 존재가 아닌 더 큰 전체, 즉 관계의 일부로 이해하게 된다. 전 제작과정에 걸쳐 Midjourney, ChatGPT, Luma, ElevenLabs와 같은 AI 기술이 활용되었다."
32,Bucheon,부천 초이스,https://www.bifan.kr/program/program_view.asp?pk_seq=8032&sc_category_seq=8021&sc_num=1&actEvent=view,제7의 지옥,VII Violenza,프란 가스,Spain,2025,7min,15+,https://youtu.be/-7mDiU_b27Y,AI,"불의 강 플레게톤을 지나면 펼쳐지는 제7의 지옥. 이곳은 무자비한 자들, 절망에 빠진 자들, 사치를 행한 자들, 그리고 신성모독자들이 끝없는 고통 속에 갇힌 공간이다. 이 작품은 그들에게 내려진 형벌의 가장 깊은 곳으로 떠나는 여정을 보여준다. <제7의 지옥>은 단테 알리기에리의 『신곡』 중 '폭력 지옥'을 현대적으로 각색한 작품이다. 프란 가스는 생성형 AI 기술을 활용해 이미지를 제작하는 한편, 문학을 새롭게 상상하는 도구로서 AI의 가능성을 탐색한다. 사운드 트랙의 원곡은 라벤짜의 곡을 활용했으며, 일부 곡과 사운드 샘플러 제작에는 AI 생성 음악이 실험적으로 사용되었다."
33,Bucheon,코리안 판타스틱,https://www.bifan.kr/program/program_view.asp?pk_seq=8033&sc_category_seq=8023&sc_num=1&actEvent=view,미망교실,Classroom Delusions,서은영,Korea,2024,102min,15+,,범죄/누아르,"<초인>, <고백>, <동감>에 이은 서은영 감독의 네 번째 장편. <미망교실>은 폭탄 테러 사건의 주범이자 사망한 소년 해성을 둘러싼 질문에서 출발한다. ""그 애는 대체 왜 그랬을까?"" 해성은 약자를 외면하지 않았지만 정의의 사도와는 거리가 멀었고, 누군가에게는 붙임성 좋은 아이였으나 또 누군가에게는 묘하게 겉돌던 존재였다. 교사 재곤과 변호사 여진은 해성의 주변 인물을 찾아다니며 조각난 증언을 수집하지만, 해성이라는 인물을 규정하려는 시도는 번번이 벽에 가로막힐 뿐 하나의 답으로 수렴하지 않는다. 결국 퀴즈를 좋아했던 소년은 그렇게 영영 수수께끼로 남을 난제가 되어버린다. <미망교실>은 사건의 인과를 파헤치는 대신, 그 해명이 불가능한 이유를 탐색하는 데 집중한다. 이 여정은 곧 공동체의 공허와 결핍, 어른의 무능과 무지, 폭력의 재생산 구조를 드러내기에 이른다. 카메라는 종종 줌아웃하며 인물들을 고립된 수조 속에 놓인 존재처럼 비춘다. 그들이 수조를 빠져나오려면 어떻게 해야 할까? 영화는 폭력과 혼란이 뒤섞인 세계에서 남겨진 이들이 서로의 목소리에 어떻게 귀 기울일 수 있는지 묻는다. (차한비)"
34,Bucheon,코리안 판타스틱,https://www.bifan.kr/program/program_view.asp?pk_seq=8034&sc_category_seq=8023&sc_num=1&actEvent=view,강령: 귀신놀이,The Ghost Game,손동완,Korea,2024,94min,15+,https://youtu.be/Jzc6tTNh5aE,"스쿨걸, 유령, 깜짝놀람, 밀실","자영과 친구들은 상금이 걸린 유튜브 공모전에 출품할 '무엇이든 알려주는 강령술' 영상을 촬영하기로 한다. 실제가 아닌 연출된 이야기로 꾸미기로 한 이들은 폐건물의 저수조에서 촬영을 준비하던 중 자영의 제안으로 진짜 강령술을 시도하게 된다. 어린 시절 실종된 언니의 단서를 찾고자 했던 자영의 바람은 곧 친구들과 함께 감당할 수 없는 공포로 이어진다. 호기심과 재미로 시작된 의식은 점차 악몽으로 번지고 폐쇄된 공간에서 벌어지는 강령술의 실감 나는 구현은 정통 호러의 공식을 충실히 따른다. 강령술이라는 오컬트 소재를 활용해 촘촘히 쌓아 올린 긴장감과 함께 무너져가는 우정과 숨겨진 비밀들이 점차 드러나며 드라마적 몰입감도 놓치지 않는다. 기존의 하이틴 호러 무비와 차별화되는 이 작품은 장르적 완성도와 김예림, 이찬형 등 배우들의 몰입도 높은 연기로 긴장감을 더한다. 마치 함께 의식을 체험하는 듯한 체감형 공포와 더불어 마지막까지 예측할 수 없는 결말은 강렬한 인상을 남긴다. (이정엽)"
35,Bucheon,코리안 판타스틱,https://www.bifan.kr/program/program_view.asp?pk_seq=8035&sc_category_seq=8023&sc_num=1&actEvent=view,세라가 죽이고 싶은 사람,The Happy Ending for Sera,김록경,Korea,2025,67min,15+,https://youtu.be/dFLoe5CLLeY,"코미디, 로맨스, 블랙 코미디","세라는 '담벼락에 서서 죽은 사람'의 실루엣을 물끄러미 들여다본다. 형사들은 기이한 사건이라며 혀를 내두르고, 같이 영화 일을 하는 필중은 시덥잖은 소문을 늘어놓더니 억울하게 자살을 왜 하는지 모르겠다고 덧붙인다. 세라는 묻는다. ""그럼 한 사람이라도 죽이고 갔으면 덜 억울했을까?"" 김록경 감독의 세 번째 장편 <세라가 죽이고 싶은 사람>은 억울함과 분노, 그리고 '한'으로 가득 찬 인물의 내면을 블랙코미디의 방식으로 풀어낸다. 작업 현장에서 마주치는 위선적인 감독, 겉과 속이 다른 배우, 친구인지 원수인지 모르겠는 필중까지 사실 세라가 죽이고 싶은 사람은 한둘이 아니다. 그런 감정을 삭이며 매일 밤 섀도우 복싱을 이어가던 세라 앞에 느닷없이 사랑이 찾아온다. 그 사랑은 과연 어떤 변화를 가져올까. 그녀의 울분을 풀어 섀도우 복싱을 멈추게 할 수 있을까, 아니면 또 다른 어퍼컷이 될까. 만화적 과장과 간결한 구조, 경쾌한 리듬이 돋보이는 작품으로, 극 말미에는 묘한 해방감을 선사한다. (차한비)"
36,Bucheon,코리안 판타스틱,https://www.bifan.kr/program/program_view.asp?pk_seq=8036&sc_category_seq=8023&sc_num=1&actEvent=view,이반리 장만옥,Manok,이유진,Korea,2025,108min,12+,https://youtu.be/rL2WTQLHec8,"LGBTQ, 걸 파워, 음악&춤","중년 레즈비언 만옥은 오래도록 운영해온 퀴어바 ‘레인보우’를 정리하고, 어머니의 죽음을 계기로 고향 이반리로 향한다. 그러나 고향은 여전히 낯설고 답답하다. 전남편이 이장으로 있는 마을은 만옥의 귀향을 곱지 않게 보고, 편견과 배타적 시선이 여전히 깊게 뿌리내려 있다. 그러나 만옥은 물러서지 않는다. 과거와 현재, 마을과 개인 사이의 벽을 스스로 무너뜨리기 위해 그녀는 이장 선거에 출마한다. 자신이 살아온 방식을 부정하지 않고, 자신답게 다시 중심에 서기 위한 결심이다. 이반리에서 만옥에게는 새롭고, 한때 끊어졌던 인연들도 다시 이어진다. 그 가운데는 옛 연인 금자와, 시골의 갑갑한 분위기 속에서 진정한 자신을 숨기며 살아가던 고등학생 재연도 있다. 거리낌 없이 자신을 드러내며 살아가는 만옥은 재연에게 하나의 출구가 되고, 재연은 마침내 세상 앞에 자신을 당당히 드러낼 용기를 얻게 된다. 이만리로 돌아갔어도 ‘레인보우’ 시절 만큼이나 만옥의 주변에는 그녀를 사랑하는 든든한  많은 ‘그녀’들이 있다. <이반리 장만옥>은 사회의 고정된 시선에 맞서는 그녀들의 용기와 생존, 그리고 공동체와의 새로운 관계 맺기를 따뜻하면서도 유쾌하게 그려내며, 이만리로 ‘돌아감’이 아닌 ‘다시 시작함’의 의미를 담아낸다. (김관희)"
37,Bucheon,코리안 판타스틱,https://www.bifan.kr/program/program_view.asp?pk_seq=8037&sc_category_seq=8023&sc_num=1&actEvent=view,온리 갓 노우즈 에브리띵,Only God Knows Everything,백승환,Korea,2025,116min,12+,,"범죄/누아르, 스릴러","13년 전, 갑작스레 어머니가 실종된 후 상처를 안고 성장한 도운은 신부님의 손에서 자라 마침내 사제 서품을 받는다. 이제는 누군가의 고해를 들어주는 사제의 자리에 섰지만, 그의 내면에는 여전히 어머니의 빈자리와 풀리지 않은 의문이 남아 있다. 모든 것은 어느 날 고해성사실에 찾아온 낯선 이가 “우리가 당신 어머니를 죽였다”고 고백하며 시작된다. 사제에게 허락되지 않은 분노와 복수심이 도운 안에서 싹트고, 그는 금기의 선을 넘으며 진실을 추적해 간다. 형사 주영은 사건의 진실을 함께 좇으며 현실과 미신, 이성 사이를 오가며 불안한 경계를 마주한다. 고해성사라는 상징적 장치를 통해 점차 진실은 드러나지만, 그 과정 속에서 종교적 세계관을 넘어선 무속, 종교, 범죄를 유기적으로 엮어내며 오컬트 스릴러 장르의 긴장감을 고조시킨다. 특히 후반부로 갈수록 드러나는 거대한 비밀은 관객을 혼란스럽고도 강렬한 감정의 소용돌이로 이끈다. 오직 ‘그분’만이 알고 있던 진실과 반전, 그 순간을 마주할 준비를 단단히 해야 할 것이다. (김관희)"
38,Bucheon,코리안 판타스틱,https://www.bifan.kr/program/program_view.asp?pk_seq=8038&sc_category_seq=8023&sc_num=1&actEvent=view,시스터후드,Sisterhood,윤은경,Korea,2025,95min,12+,https://youtu.be/rsZnygeQFMM,"깜짝놀람, 사이코패스, 가족, 스릴러","진짜와 가짜는 무엇인가. <시스터후드>는 이 질문을 두고 결론을 향해 가는 영화다. 그러니까, 결말을 맞이할 때까지 제시되는 설정 또한 무조건 신뢰해서는 곤란하다. 정율희(김주령)는 '미스터리의 여왕'으로 수식되는 잘나가는 작가이며, 아버지가 집을 물려주어 딸 소희(최명빈)와 함께 외진 데로 이사 왔다. 신작 소설을 쓰랴, 딸 학교생활을 챙기랴, 여력이 없는 율희는 그 지역 토박이이자 딸과 친한 언니 동생 사이가 된 미지(한지현)를 일종의 가정부로 고용한다. 마침, 미지가 율희의 소설을 너무 좋아하는 팬이라고 밝히고, 그렇게 원만해졌던 사이는 서서히 분열하기 시작한다. 율희의 책이 주목받은 이유는 여성들의 특별한 연대를 다뤘기 때문인데 영화는 그걸 밝혀가는 과정이기도 하다. 공포물로 분류된 <시스터후드>는 연대라고 해서 어깨동무하며 으쌰으쌰 하는 이미지가 아니라 율희와 딸과 미지가 어떻게 넝쿨처럼 얽힌 인연인지 악연의 차원에서 이 관계를 풀어간다. 연대의 의미의 어두운 면에 집중하는 영화답게 모성에 관해서도 뒤틀린 면을 끄집어내 모성 신화의 허구성을 폭로한다. 이 영화의 제목이 모성을 의미하는 'motherhood'가 아니라  ‘시스터후드‘인 이유는 결말에 이르러서야 비로소 밝혀진다. (허남웅)"
39,Bucheon,코리안 판타스틱,https://www.bifan.kr/program/program_view.asp?pk_seq=8039&sc_category_seq=8023&sc_num=1&actEvent=view,광장,The Square,김보솔,Korea,2025,73min,12+,https://youtu.be/-ZKXIFuEhRY,로맨스,"북한 평양으로 파견된 스웨덴 대사관의 1등 서기관 보리. 그의 금발 머리는 평양의 검은 머리 물결 속에서 단연 돋보인다. 외교관이라는 신분은 그를 보호하기도 하지만 동시에 늘 감시의 대상이 되게 한다. 그런 그가 평양 시민인 교통보안원 복주와 비밀스러운 관계를 이어가고 있다는 사실은 그 자체로 아슬아슬한 밀회이다. 본국으로 돌아갈 날이 얼마 남지 않은 보리. 국경과 체제, 이념의 벽을 넘어 이어지는 둘의 만남은 정해진 이별을 앞둔 만큼 더욱 애틋하고 간절하다. 그러나 어느 날, 낯선 남자가 그 둘의 관계를 포착한 후 복주는 소리 소문 없이 사라진다. 새해를 앞둔 추운 겨울날 보리는 그에게 남은 시간을 뒤로한 채 복주를 찾기 위해 나서고 그 과정에서 자신의 통역관으로 함께했던 리명준에게서 이상한 낌새를 느끼기 시작한다. 새해를 맞이하는 평양의 그 광장에서 보리와 복주는 다시 만날 수 있을까? 한국영화아카데미 제작지원작인 <광장>은 회색빛의 삭막한 도시 평양의 분위기를 배경으로 위태롭게 피어난 감정을 애니메이션으로 탁월하게 표현해낸 작품이다. 억눌린 정서와 체제의 무게 속에서도 피어나는 보리, 복주, 명준 세 인물의 인간적인 감정을 그려내며 감시와 고립의 도시 한가운데서 가장 인간적인 이야기를 펼쳐낸다. (김관희)"
